OID_,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,OBJECTID,Join_Count,TARGET_FID,AREA,PERIMETER,DIST0228_,DIST0228_I,DISTNUMBER,DIST_NAME,Shape_Length,Shape_Area_1
200,55785,55785,B5,G6350,S,291236886.000000000000000,6577996.000000000000000,+46.9215844,-093.7312173,95861.373659100005170,297600511.776000022888184,201,1,200,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,95861.373659136865172,297600511.775690674781799
201,55786,55786,B5,G6350,S,11065005.000000000000000,271071.000000000000000,+47.3178960,-093.3828478,17229.595839099998557,11327248.879300000146031,202,1,201,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,17229.595839108962537,11327248.879253135994077
202,55787,55787,B5,G6350,S,224131099.000000000000000,4285722.000000000000000,+46.6784183,-093.1029777,130668.878257999997004,228234638.696999996900558,203,1,202,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,130668.878257607197156,228234638.696509331464767
203,55790,55790,B5,G6350,S,861744618.000000000000000,179009679.000000000000000,+47.9276169,-092.2512996,295150.206619000004139,1039996560.450000047683716,204,1,203,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,295150.206619216827676,1039996560.447156071662903
204,55792,55792,B5,G6350,S,258072716.000000000000000,10198111.000000000000000,+47.5970276,-092.4796843,117835.427494999996270,268066176.930000007152557,205,1,204,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,117835.427495041571092,268066176.929960459470749
205,55793,55793,B5,G6350,S,205000826.000000000000000,4874169.000000000000000,+47.1163048,-093.2839695,88241.773323999994318,209709643.145000010728836,206,1,205,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,88241.773323953340878,209709643.145328074693680
206,55795,55795,B5,G6350,S,220859042.000000000000000,3165867.000000000000000,+46.2982076,-092.8828894,129989.364140999998199,223846724.094000011682510,207,1,206,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,129989.364140929261339,223846724.093707084655762
207,55797,55797,B5,G6350,S,179193244.000000000000000,37887.000000000000000,+46.5665000,-092.3621159,80573.803109900007257,179098151.602999985218048,208,1,207,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,80573.803109851505724,179098151.603108763694763
208,55798,55798,B5,G6350,S,249271392.000000000000000,2359571.000000000000000,+46.7232057,-092.9677843,108343.259380000003148,251429829.166000008583069,209,1,208,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,108343.259380238945596,251429829.166090428829193
209,55802,55802,B5,G6350,S,6778707.000000000000000,21756180.000000000000000,+46.7429316,-092.0645557,32229.938374500001373,28515592.689899999648333,210,0,209,,,,,,,32229.938374517612829,28515592.689902789890766
210,55803,55803,B5,G6350,S,868079162.000000000000000,77611531.000000000000000,+47.0535442,-092.0684564,233313.579763999994611,945055964.088000059127808,211,1,210,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,233313.579764029069338,945055964.087710142135620
211,55804,55804,B5,G6350,S,236131436.000000000000000,27849882.000000000000000,+46.9313506,-091.9363443,96391.835605900007067,263813225.479000002145767,212,1,211,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,96391.835605897373171,263813225.479456365108490
212,55805,55805,B5,G6350,S,3655600.000000000000000,0.000000000000000,+46.8008240,-092.0957855,12036.758657599999424,3653103.719149999786168,213,1,212,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,12036.758657635225973,3653103.719150896184146
213,55806,55806,B5,G6350,S,8682527.000000000000000,1627350.000000000000000,+46.7681387,-092.1276420,24220.498029099999258,10302750.167899999767542,214,1,213,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,24220.498029122278240,10302750.167857950553298
214,55807,55807,B5,G6350,S,14918643.000000000000000,4550753.000000000000000,+46.7354846,-092.1679404,26286.991800399999192,19455759.850400000810623,215,1,214,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,26286.991800411920849,19455759.850413054227829
215,55808,55808,B5,G6350,S,28071774.000000000000000,6846237.000000000000000,+46.6762808,-092.2413908,39673.105989900002896,34893009.132299996912479,216,1,215,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,39673.105989898242115,34893009.132326312363148
216,56314,56314,B5,G6350,S,109981947.000000000000000,928929.000000000000000,+45.8147006,-094.4329569,79996.847140199999558,110856037.016000002622604,217,1,216,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,79996.847140248180949,110856037.015803456306458
217,56315,56315,B5,G6350,S,180181166.000000000000000,23117623.000000000000000,+45.9801422,-095.5933759,107547.603669999996782,203337262.245999991893768,218,1,217,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,107547.603670364042046,203337262.246386080980301
218,56316,56316,B5,G6350,S,350456593.000000000000000,11409522.000000000000000,+45.4883010,-095.1626592,127775.403286000000662,361828589.620999991893768,219,1,218,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,127775.403285680804402,361828589.620953083038330
219,56318,56318,B5,G6350,S,103362466.000000000000000,10907576.000000000000000,+45.8530380,-094.6745299,84379.394813100007013,114226023.827000007033348,220,1,219,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,84379.394813140097540,114226023.826799765229225
220,56319,56319,B5,G6350,S,104090499.000000000000000,194877.000000000000000,+46.0108225,-095.2156879,92695.241003500006627,104278288.172999992966652,221,1,220,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,92695.241003498842474,104278288.172860294580460
221,56320,56320,B5,G6350,S,138752404.000000000000000,10270232.000000000000000,+45.4667774,-094.4028035,90365.311701300001005,148948549.034999996423721,222,1,221,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,90365.311701269296464,148948549.034910053014755
222,56321,56321,B5,G6350,S,1667683.000000000000000,711362.000000000000000,+45.5797217,-094.3918682,7911.400545020000209,2377835.597819999791682,223,1,222,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,7911.400545018242155,2377835.597821386530995
223,56323,56323,B5,G6350,S,94364289.000000000000000,2394726.000000000000000,+45.6296319,-095.7239213,60902.905514199999743,96788971.311299994587898,224,1,223,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,60902.905514191654220,96788971.311329960823059
224,56324,56324,B5,G6350,S,145828597.000000000000000,33280968.000000000000000,+46.1689603,-095.9040660,69449.703272300001117,179187896.166999995708466,225,1,224,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,69449.703272334925714,179187896.166771382093430
225,56325,56325,B5,G6350,S,437288.000000000000000,0.000000000000000,+45.5631028,-094.9463807,3889.033376809999936,437183.936893999984022,226,1,225,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,3889.033376813053565,437183.936893774254713
226,56326,56326,B5,G6350,S,245050040.000000000000000,33628177.000000000000000,+46.0395578,-095.6708085,100082.372113999997964,278751845.615000009536743,227,1,226,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,100082.372113779361825,278751845.615299165248871
227,56327,56327,B5,G6350,S,129269538.000000000000000,19038572.000000000000000,+45.7544768,-095.6082257,103282.382232999996631,148340111.034000009298325,228,1,227,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,103282.382232848860440,148340111.034149944782257
228,56328,56328,B5,G6350,S,3611914.000000000000000,0.000000000000000,+45.9547445,-094.5175916,9749.047442119999687,3610252.885590000078082,229,1,228,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,9749.047442118642721,3610252.885590192861855
229,56329,56329,B5,G6350,S,495517934.000000000000000,294260.000000000000000,+45.7090670,-093.9148150,151773.897618999995757,495476541.069000005722046,230,1,229,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,151773.897619453869993,495476541.069240331649780
230,56330,56330,B5,G6350,S,103105797.000000000000000,141209.000000000000000,+45.7532414,-093.7563842,64065.562285699998029,103173059.728000000119209,231,1,230,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,64065.562285653373692,103173059.728060618042946
231,56331,56331,B5,G6350,S,179613464.000000000000000,4364655.000000000000000,+45.6789981,-094.6717223,126193.388349000000744,183908139.500000000000000,232,1,231,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,126193.388348590553505,183908139.499681025743484
232,56332,56332,B5,G6350,S,132033947.000000000000000,8031541.000000000000000,+45.9674162,-095.5064035,97274.129755200003274,140083297.926999986171722,233,1,232,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,97274.129755229805596,140083297.927114367485046
233,56334,56334,B5,G6350,S,519578541.000000000000000,48852537.000000000000000,+45.5743807,-095.3367802,169588.602068999985931,568444716.858000040054321,234,1,233,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,169588.602068520674948,568444716.857774734497070
234,56335,56335,B5,G6350,S,1290714.000000000000000,0.000000000000000,+45.6004428,-094.8616865,6244.006292070000200,1290351.400750000029802,235,1,234,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,6244.006292068982475,1290351.400754955597222
235,56336,56336,B5,G6350,S,128624915.000000000000000,14956492.000000000000000,+45.8207254,-094.7625567,87092.241769400003250,143532699.970999985933304,236,1,235,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,87092.241769416970783,143532699.971092164516449
236,56338,56338,B5,G6350,S,434643426.000000000000000,15861117.000000000000000,+46.0430966,-093.8542156,176212.913063000014517,450195694.390999972820282,237,1,236,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,176212.913062925857957,450195694.391314029693604
237,56339,56339,B5,G6350,S,162854567.000000000000000,7351673.000000000000000,+45.8249782,-095.8211584,81871.542977699995390,170270529.712000012397766,238,1,237,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,81871.542977675358998,170270529.712215632200241
238,56340,56340,B5,G6350,S,127871532.000000000000000,8115.000000000000000,+45.7594668,-094.4290193,81058.579036299997824,127817211.533000007271767,239,1,238,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,81058.579036259267014,127817211.533403456211090
239,56473,56473,B5,G6350,S,208818569.000000000000000,10977137.000000000000000,+46.3575259,-094.4933019,132616.148305000009714,219690963.787000000476837,240,1,239,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,132616.148304724163609,219690963.786698043346405
240,56474,56474,B5,G6350,S,630117488.000000000000000,46607757.000000000000000,+46.7198528,-094.4028431,223482.047623999998905,676377540.983999967575073,241,1,240,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,223482.047624496306526,676377540.983930110931396
241,56475,56475,B5,G6350,S,173500759.000000000000000,1557318.000000000000000,+46.0797186,-094.5459925,96846.999622500006808,174979284.962999999523163,242,1,241,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,96846.999622477174853,174979284.962775886058807
242,56477,56477,B5,G6350,S,615321356.000000000000000,2304323.000000000000000,+46.6446161,-095.0001755,215106.415506999997888,617491992.552000045776367,243,1,242,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,215106.415507245546905,617491992.552296400070190
243,55810,55810,B5,G6350,S,132983356.000000000000000,137195.000000000000000,+46.7567449,-092.2694367,78192.588720200001262,133024195.550999999046326,244,1,243,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,78192.588720206607832,133024195.550669103860855
244,55811,55811,B5,G6350,S,168268882.000000000000000,7367718.000000000000000,+46.8424696,-092.2219796,105512.524520999999368,175511392.432000011205673,245,1,244,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,105512.524520556500647,175511392.432109504938126
245,55812,55812,B5,G6350,S,4545507.000000000000000,1726274.000000000000000,+46.8086882,-092.0707273,12815.853633900000204,6267531.034330000169575,246,1,245,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,12815.853633903332593,6267531.034332043491304
246,55814,55814,B5,G6350,S,108231.000000000000000,0.000000000000000,+46.8337146,-092.1976757,2109.323900750000121,108155.140851999996812,247,1,246,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,2109.323900754502574,108155.140852218741202
247,55901,55901,B5,G6350,S,77375551.000000000000000,97.000000000000000,+44.0698179,-092.5065808,60617.791443299996899,77316732.492300003767014,248,1,247,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,60617.791443278190854,77316732.492266654968262
248,55902,55902,B5,G6350,S,104857236.000000000000000,548009.000000000000000,+43.9713006,-092.5078707,58898.805611800002225,105324862.518999993801117,249,1,248,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,58898.805611770658288,105324862.518561080098152
249,55904,55904,B5,G6350,S,161045861.000000000000000,190133.000000000000000,+43.9533105,-092.4013872,93222.727546800000709,161116213.178999990224838,250,1,249,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,93222.727546759721008,161116213.178605377674103
250,55905,55905,B5,G6350,S,154855.000000000000000,0.000000000000000,+44.0559479,-092.5259058,1758.109196840000095,154736.325666999997338,251,1,250,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,1758.109196843259724,154736.325666536955396
251,55906,55906,B5,G6350,S,165113640.000000000000000,1706283.000000000000000,+44.0998979,-092.4081659,100538.745439000005717,166695838.319000005722046,252,1,251,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,100538.745439253718359,166695838.318951129913330
252,55909,55909,B5,G6350,S,132241462.000000000000000,0.000000000000000,+43.5620606,-092.7336926,65152.483265599999868,132137231.950000002980232,253,1,252,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,65152.483265648050292,132137231.949725136160851
253,55910,55910,B5,G6350,S,227385997.000000000000000,1021951.000000000000000,+44.1286598,-091.9718279,117853.760443999999552,228263250.708000004291534,254,1,253,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,117853.760444358500536,228263250.707603305578232
254,55912,55912,B5,G6350,S,487186838.000000000000000,962148.000000000000000,+43.6826068,-092.9884499,186184.953165000013541,487759006.171000003814697,255,1,254,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,186184.953165344224544,487759006.170748353004456
255,55917,55917,B5,G6350,S,349361901.000000000000000,1512022.000000000000000,+43.8848200,-093.0754812,130403.030966999998782,350593863.245000004768372,256,1,255,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,130403.030966607577284,350593863.245375156402588
256,55918,55918,B5,G6350,S,66918731.000000000000000,0.000000000000000,+43.7408215,-092.8464625,47084.140975299997081,66865464.413699999451637,257,1,256,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,47084.140975306836481,66865464.413650706410408
257,55919,55919,B5,G6350,S,112207940.000000000000000,22925654.000000000000000,+43.6200654,-091.2994760,92558.426990099993418,135088518.842000007629395,258,1,257,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,92558.426990106090670,135088518.842020750045776
258,55920,55920,B5,G6350,S,181685253.000000000000000,0.000000000000000,+44.0137706,-092.6220245,79097.594029999992927,181544063.715000003576279,259,1,258,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,79097.594029997242615,181544063.714699149131775
259,55921,55921,B5,G6350,S,469208164.000000000000000,2382095.000000000000000,+43.6289948,-091.4588723,152467.201835000014398,471392020.637000024318695,260,1,259,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,152467.201835303189000,471392020.636844515800476
260,55922,55922,B5,G6350,S,110341660.000000000000000,0.000000000000000,+43.5589560,-091.9009472,65469.425304399999732,110274805.353000000119209,261,1,260,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,65469.425304409545788,110274805.353274658322334
261,55923,55923,B5,G6350,S,317796272.000000000000000,0.000000000000000,+43.8510384,-092.1860810,140046.959564999997383,317575886.397000014781952,262,1,261,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,140046.959565050114179,317575886.396731197834015
262,55924,55924,B5,G6350,S,199760446.000000000000000,140772.000000000000000,+44.0292319,-093.0272929,77942.978203599996050,199741411.363999992609024,263,1,262,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,77942.978203611855861,199741411.364411860704422
263,55925,55925,B5,G6350,S,78560055.000000000000000,1042290.000000000000000,+43.9120918,-091.4584116,62750.601581399998395,79568561.662900000810623,264,1,263,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,62750.601581376860850,79568561.662889629602432
264,55926,55926,B5,G6350,S,161154309.000000000000000,0.000000000000000,+43.7432086,-092.7068789,86532.662683699993067,161027654.032000005245209,265,1,264,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,86532.662683719914639,161027654.031928598880768
265,55927,55927,B5,G6350,S,207590462.000000000000000,56265.000000000000000,+44.0364688,-092.8709225,88380.951259900000878,207481247.284000009298325,266,1,265,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,88380.951259904526523,207481247.283660233020782
266,55929,55929,B5,G6350,S,119832420.000000000000000,0.000000000000000,+43.9767698,-092.1396843,83429.319534499998554,119750635.473000004887581,267,1,266,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,83429.319534518159344,119750635.472935691475868
267,55931,55931,B5,G6350,S,47772540.000000000000000,124674.000000000000000,+43.5086623,-091.3852290,49708.294403100000636,47878737.795100003480911,268,1,267,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,49708.294403112347936,47878737.795083671808243
268,55932,55932,B5,G6350,S,131701420.000000000000000,45127.000000000000000,+44.1522051,-092.2983363,63501.308196300000418,131651323.961999997496605,269,1,268,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,63501.308196328609483,131651323.961821362376213
269,55933,55933,B5,G6350,S,68146913.000000000000000,0.000000000000000,+43.6460021,-092.6805807,46087.472263600000588,68093544.826399996876717,270,1,269,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,46087.472263618357829,68093544.826422080397606
270,55934,55934,B5,G6350,S,205928201.000000000000000,0.000000000000000,+44.0039752,-092.2642656,115942.136140999995405,205781161.078000009059906,271,1,270,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,115942.136141412382131,205781161.078176677227020
271,55935,55935,B5,G6350,S,141125286.000000000000000,50801.000000000000000,+43.7479197,-092.1291679,89361.458491199999116,141080432.773999989032745,272,1,271,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,89361.458491193436203,141080432.774421036243439
272,55936,55936,B5,G6350,S,211747395.000000000000000,11114.000000000000000,+43.7170201,-092.5776713,112968.381664000000455,211595045.333000004291534,273,1,272,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,112968.381663738895440,211595045.333036780357361
273,55939,55939,B5,G6350,S,210922780.000000000000000,0.000000000000000,+43.5434270,-092.0917338,110277.055791999999201,210782343.669999986886978,274,1,273,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,110277.055791565464460,210782343.669870257377625
274,55940,55940,B5,G6350,S,234624304.000000000000000,88568.000000000000000,+43.8986136,-092.8094890,87135.932037999999011,234526837.400000005960464,275,1,274,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,87135.932037970138481,234526837.399694293737411
275,55941,55941,B5,G6350,S,64584793.000000000000000,265154.000000000000000,+43.7248449,-091.3491476,60343.419235699999263,64826315.431100003421307,276,1,275,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,60343.419235656750971,64826315.431050308048725
276,55943,55943,B5,G6350,S,441236405.000000000000000,3087824.000000000000000,+43.7829613,-091.5826811,183661.501170000003185,444111112.892000019550323,277,1,276,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,183661.501170238188934,444111112.891616880893707
277,55944,55944,B5,G6350,S,150862460.000000000000000,67762.000000000000000,+43.9895171,-092.7180076,69048.837952700007008,150811186.331000000238419,278,1,277,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,69048.837952666886849,150811186.330593794584274
278,55945,55945,B5,G6350,S,257101578.000000000000000,7640556.000000000000000,+44.2668734,-092.0525038,126051.211009999999078,264566830.231000006198883,279,1,278,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,126051.211010111917858,264566830.231018334627151
279,55946,55946,B5,G6350,S,312187062.000000000000000,57701.000000000000000,+44.2732108,-092.9661900,102136.228736999997636,311995337.972999989986420,280,1,279,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,102136.228737173863919,311995337.973488390445709
280,55947,55947,B5,G6350,S,189150040.000000000000000,17638222.000000000000000,+43.8228897,-091.3663603,88105.899924600002123,206711658.858999997377396,281,1,280,17845464610.795959472656250,650601.341379999998026,9.000000000000000,7.000000000000000,6,ROCHESTER,88105.899924567609560,206711658.858642965555191
281,56342,56342,B5,G6350,S,490037759.000000000000000,56267696.000000000000000,+46.1838101,-093.3689689,178187.621591000002809,545882456.391000032424927,282,1,281,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,178187.621591314295074,545882456.390966534614563
282,56343,56343,B5,G6350,S,178770396.000000000000000,15580668.000000000000000,+45.7859194,-095.7049687,93126.780516700004227,194406124.483000010251999,283,1,282,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,93126.780516685961629,194406124.483195632696152
283,56345,56345,B5,G6350,S,587981824.000000000000000,10489321.000000000000000,+45.9884192,-094.3735315,177329.096740000008140,598160166.768000006675720,284,1,283,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,177329.096740202454384,598160166.767776250839233
284,56347,56347,B5,G6350,S,485351809.000000000000000,9717017.000000000000000,+45.9677889,-094.8716299,159136.646861999994144,494929678.666999995708466,285,1,284,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,159136.646862391324248,494929678.666623890399933
285,56349,56349,B5,G6350,S,110674901.000000000000000,19507153.000000000000000,+45.7261385,-095.5129599,65918.917018499996630,130200253.158000007271767,286,1,285,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,65918.917018484906293,130200253.157785728573799
286,56350,56350,B5,G6350,S,593341373.000000000000000,1028675.000000000000000,+46.3050286,-093.2304069,167055.592876000009710,593900379.330999970436096,287,1,286,45041309549.891212463378906,1385158.022279999917373,3.000000000000000,1.000000000000000,1,DULUTH,167055.592875539237866,593900379.330619454383850
287,56352,56352,B5,G6350,S,292799718.000000000000000,7611350.000000000000000,+45.6418003,-094.8063591,139951.955868999997620,300316534.629000008106232,288,1,287,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,139951.955868749675574,300316534.629297256469727
288,56353,56353,B5,G6350,S,480498942.000000000000000,3130610.000000000000000,+45.8036639,-093.6290790,151941.647723000001861,483271439.855000019073486,289,1,288,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,151941.647723221947672,483271439.854982614517212
289,56354,56354,B5,G6350,S,108752748.000000000000000,9138532.000000000000000,+46.0572069,-095.2486159,85520.909411100001307,117885999.427000001072884,290,1,289,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,85520.909411073167576,117885999.426658838987350
290,56355,56355,B5,G6350,S,67069928.000000000000000,443840.000000000000000,+45.9414422,-095.2457160,51631.212183399999049,67509614.924199998378754,291,1,290,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,51631.212183444935363,67509614.924188196659088
291,56356,56356,B5,G6350,S,972874.000000000000000,0.000000000000000,+45.6290159,-094.7533012,5175.867264090000390,972542.502183999982662,292,1,291,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,5175.867264085489296,972542.502183751319535
292,56357,56357,B5,G6350,S,95998105.000000000000000,15730.000000000000000,+45.6915246,-093.7981628,64524.357012799999211,95946244.827399998903275,293,1,292,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,64524.357012840606330,95946244.827445209026337
293,56358,56358,B5,G6350,S,318913506.000000000000000,4589739.000000000000000,+45.8379796,-093.4461391,122377.623240999993868,323254510.082000017166138,294,1,293,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,122377.623240894477931,323254510.081740736961365
294,56359,56359,B5,G6350,S,502353216.000000000000000,221877709.000000000000000,+46.0996115,-093.6653297,151961.260622000001604,723699318.797000050544739,295,1,294,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,151961.260622332163621,723699318.796665430068970
295,56360,56360,B5,G6350,S,336246165.000000000000000,34764192.000000000000000,+45.8851530,-095.1055025,124836.330791999993380,370962481.281000018119812,296,1,295,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,124836.330791555592441,370962481.280896306037903
296,56361,56361,B5,G6350,S,403477096.000000000000000,19492303.000000000000000,+46.1566964,-095.3376602,126603.139395999998669,422970227.972000002861023,297,1,296,27405683069.568668365478516,912858.481589999981225,4.000000000000000,3.000000000000000,4,DETROIT LAKES,126603.139395977981621,422970227.972207665443420
297,56362,56362,B5,G6350,S,380959364.000000000000000,19547969.000000000000000,+45.4020307,-094.7122374,158932.077710999990813,400364393.328999996185303,298,1,297,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,158932.077710902085528,400364393.329372346401215
298,56363,56363,B5,G6350,S,882773.000000000000000,1470.000000000000000,+45.6971495,-093.6522122,7255.562392249999903,883591.684597000014037,299,1,298,28136350254.794799804687500,826968.901650000014342,5.000000000000000,4.000000000000000,3,BRAINERD,7255.562392251322308,883591.684597409795970
